message_id,date,content,sender_name
31042,2025-03-15 13:28:58+00:00,"**Join The Secret World of the Elite**

**Power. Wealth. Women. The Life of a True High-Status 1% Man.**

Junaid is a **self-made multi millionaire, model, and entrepreneur**—a man who understands life at the highest level.

**Men:** Learn the mindset and chess moves of a man who commands respect wherever he goes.

**Women:** Get an exclusive look at the kind of man you dream of—a leader, a provider, an icon of success.

This isn’t just another page. It’s a **masterclass in status, success, and attraction.**

**Tap in now:** https://t.me/meninfluencer

[#promo](https://t.me/MentionSponsored/89)",Mention Bot
30995,2025-03-11 16:52:35+00:00,"Literally frontrun calls, have access to alpha on cooks and always put community first.

**1 SOL GIVEAWAY FOR NEW MEMBERS**  🎁
https://t.me/frontruncalls

[#promo](https://t.me/MentionSponsored/89)",Mention Bot
30978,2025-03-10 09:47:21+00:00,"**🚀 LIFE-CHANGING CALLS – GET IN OR STAY BROKE 💰**

A few right plays can **flip your entire future**, and I’ve been catching them **BEFORE** they send:

💸 **1000X on ****$POPCAT**
💸 **550X on ****$SCF**

While others fumble the bag, **we print daily**. This isn’t hype—it’s **real alpha** that makes people rich.

🔥 **100X+ gems before they explode**
🔥 **Sniper calls that actually make money**
🔥 **Free plays that send HARD**
🔥 **Something MASSIVE coming soon 👀**

You can **keep chasing pumps**… or **finally get ahead**. Your call.

🔗 **Join now before you get left behind**: [https://t.me/alphaplays0](https://t.me/alphaplays0)",Mention Bot
30937,2025-03-07 01:52:29+00:00,"🚀 ELITE MEMECOIN CALLS - FREE & WINNING BIG 💎
 • 1000X on $POPCAT 👑
 • 550X on $SCF 🤙
 • 100X on $PJ 🚀🫡

🪄 **I called them all early:**
 • $POPCAT 🐳
 • $SCF 👀
 • $PONKE 😎
 • $PJ super early 🚀
 • And don’t forget $PNUT—850X before anyone knew! 🫡

🔥 **Here’s what you’re getting:**
 • Consistent daily profits in the thousands 💸
 • 90%+ win rate 🥇
 • Exclusive **100X+ and even 1000X gems** in my private alpha group (spots opening soon 🤫)
 • FREE calls + a massive **giveaway** coming soon!

💰 **Don’t miss out on the chance to secure your bag and join the winning team!**

Join here for life-changing plays + a big giveaway 👇👇👇
[https://t.me/alphaplays0](https://t.me/alphaplays0)

[#promo](https://t.me/MentionSponsored/89)",Mention Bot
30918,2025-03-05 12:42:05+00:00,[⁣](https://telegra.ph/file/cc9517fd43939f4c89563.jpg)NÃO FIQUEM DE FORA DO MAIOR E MAIS LUCRATIVO TOKEN MEME DE TODOS.,Group Help
30915,2025-03-05 07:27:20+00:00,"**🗣 About advertising in **@MentionBot
Since the support of our projects requires effort, time and money, and we do not have enough rare support [with donations](https://t.me/braindevs/97) from our users, we launch advertising in @MentionBot.

Read more: https://telegra.ph/About-advertising-in-MentionBot-06-25",Mention Bot
30886,2025-03-03 00:33:43+00:00,"🚀 ELITE MEMECOIN CALLS - FREE & WINNING BIG 💎
 • 1000X on $POPCAT 👑
 • 550X on $SCF 🤙
 • 100X on $PJ 🚀🫡

🪄 **I called them all early:**
 • $POPCAT 🐳
 • $SCF 👀
 • $PONKE 😎
 • $PJ super early 🚀
 • And don’t forget $PNUT—850X before anyone knew! 🫡

🔥 **Here’s what you’re getting:**
 • Consistent daily profits in the thousands 💸
 • 90%+ win rate 🥇
 • Exclusive **100X+ and even 1000X gems** in my private alpha group (spots opening soon 🤫)
 • FREE calls + a massive **giveaway** coming soon!

💰 **Don’t miss out on the chance to secure your bag and join the winning team!**

Join here for life-changing plays + a big giveaway 👇👇👇
[https://t.me/alphaplays0](https://t.me/alphaplays0)

[#promo](https://t.me/MentionSponsored/89)",Mention Bot
30833,2025-02-26 16:24:39+00:00,"‼️**JOIN OR RETARDED GAY DUMB NIGGA**‼️

Recap of last 15 calls

$MITCH - 46X
$MLG - 34X
$JELLYBELLY - 33X
$CATRUMP - 6X
$ANA - 3.7X
$ICON - 3.2X
$DDS - 3X
$WHTS - 3X
$STINKY - 4X
$NORMIE - 4X
$DOOMER - 4X
$SHIBA - 2.5X
$MOO - 2X
$GUH - 2X
$TRIM - 2X
$J3FF - 0X
$SENDIT - 0X

If you put only 1,000$ in each call, you would have now 150,000$ 

(P,S, all of those were called in the **PAST MONTH**)

Don't believe me? unlike other fake niggas, you can just check channel history and see everything for yourself.

**JOIN NOW‼️👇**

https://t.me/mduzcasino
https://t.me/mduzcasino
https://t.me/mduzcasino",Mention Bot
30830,2025-02-26 11:19:08+00:00,"Literally frontrun calls, have access to alpha on cooks and always put community first.

**1 SOL GIVEAWAY FOR NEW MEMBERS**  🎁
https://t.me/frontruncalls

[#promo](https://t.me/MentionSponsored/89)",Mention Bot
30827,2025-02-26 08:32:38+00:00,"Yo, you HAVE to check this out—DeFAI is dropping a MASSIVE $DEFAI airdrop for top AI communities, and it’s happening RIGHT NOW! 🚀 Just hold specific crypto tokens, and you could score big before their trading platform launches on February 27, 2025. This is your chance to jump into the future of DeFi and AI—don’t sleep on it! 

Details: https://x.com/trydefdotai/status/1893724365281435682

#DeFAI #CryptoAirdrop

[#promo](https://t.me/MentionSponsored/89)",Mention Bot
30775,2025-02-22 01:35:24+00:00,"Most underrated KOL in the space.

Last 30 days calls all tracked in TG.
Win rate: 82%

$Pnut - 600x, $Fred - 220x, $TRUST - 100x, $EzMoney - 80x, $Quat - 60x, $petunia - 55x

**1 SOL GIVEAWAY FOR NEW MEMBERS**  🎁
https://t.me/frontruncalls

[#promo](https://t.me/MentionSponsored/89)",Mention Bot
30763,2025-02-21 03:51:02+00:00,"**UPEX Update 📢**

**UPEX Launchpad is back, stronger than ever** with a high-utility project your way.

**🔥 How to Participate in the Seed Sale (FCFS):**

✅ Hold **UPEX tokens** to be eligible
✅ The **UPEX token** launches early next week
✅ The **seed sale** will take place **24 hours after the UPEX token listing**

📢 **IDO details will be revealed alongside the seed sale announcement!**

Join UPEX Community 👉 https://t.me/UPEX_Launchpad

We’re back and bigger than ever! **Are you ready?** 🔥 #UPEX

[#promo](https://t.me/MentionSponsored/89)",Mention Bot
30759,2025-02-20 21:07:50+00:00,"One of the best TG callers in this space

1 SOL GIVEAWAY FOR NEW MEMBERS  🎁👇 

https://t.me/ZAGREBIAN


[#promo](https://t.me/MentionSponsored/89)",Mention Bot
30756,2025-02-20 17:19:43+00:00,,Wandinha 🧙🏼‍♀️🧙🏼‍♀️🧙🏼‍♀️🧙🏼‍♀️🧙🏼‍♀️🧙🏼‍♀️🧙🏼‍♀️🧙🏼‍♀️🧙🏼‍♀️🧙🏼‍♀️
30753,2025-02-20 13:28:27+00:00,"🚀 **$NXTT**** the next 100X Gem Is Just Getting Started…Are You In? **🚀

🔥 **Why Now?**
✅ $NXTT price **+120% **in 1 month!!!
✅ **9000** token holders, **and growing**
✅ $NXTT **massive token burn** introducing soon
✅ More use cases** **and partnerships = More token demand
✅ **Limited supply**—get in early
✅ Upcoming **major marketing campaigns**
✅ $NXTT Telegram Miniapp from **zero to 10k** users within a month!

👉 **Get in before it's too late:** https://quickswap.exchange/#/swap?currency0=0xc2132D05D31c914a87C6611C10748AEb04B58e8F&currency1=0x0d0B8488222F7f83B23E365320a4021b12eAD608&swapIndex=0
AND

🤑 Start **farming** $NXTT the next 100x Gem for **FREE**: https://t.me/planet_ton_prod_bot/NextEarthMiniApp/start?startapp=1520978160 


📉 Cheap won’t last forever. Smart money moves before the hype.",Mention Bot
30742,2025-02-19 17:43:23+00:00,"👇 This guy shilled 👇

**$JAILSTOOL **at** 2m **to** 220m (110x)**
$PNUT at 3m to 2.4b (**80x**)
$CHILLGUY at 5m to 580m (**116x**)

And is literally just winning on every single call…🔥 ⁉️ 

**With a high **win ratio on his calls, this guy is one of the most **underrated channels on TG 💵 
**
I strongly advise you to** join** his TG and give him a shot, you won’t regret it. 

I turned** 5 sol into 240** in one week aping his calls

**JOIN NOW OR GAY**🏳️‍🌈👉 
**https://t.me/calledbymaxi**  ** **
__**(**hes doing a big giveaway tomorrow)__",Mention Bot
30740,2025-02-19 14:59:33+00:00,"TELEGRAM GOING PRIVATE SOON!!!!⚠️

The market might be in a bad way right now but we are COOKING in the TG

Providing educational content as well as ALPHA on memecoins daily. 

Don't miss out on the next cooks! Lock TF IN! 

TG - https://t.me/memearmycall",Mention Bot
30730,2025-02-18 20:53:33+00:00,"👇 This guy shilled 👇

**$JAILSTOOL **at** 2m **to** 220m (110x)**
$PNUT at 3m to 2.4b (**80x**)
$CHILLGUY at 5m to 580m (**116x**)

And is literally just winning on every single call…🔥 ⁉️ 

**With a high **win ratio on his calls, this guy is one of the most **underrated channels on TG 💵 
**
I strongly advise you to** join** his TG and give him a shot, you won’t regret it. 

I turned** 5 sol into 240** in one week aping his calls

**JOIN NOW OR GAY**🏳️‍🌈👉 
**https://t.me/calledbymaxi**  ** **
__**(**hes doing a big giveaway tomorrow)__",Mention Bot
30726,2025-02-18 14:48:37+00:00,"TELEGRAM GOING PRIVATE SOON!!!!⚠️

The market might be in a bad way right now but we are COOKING in the TG

Providing educational content as well as ALPHA on memecoins daily. 

Don't miss out on the next cooks! Lock TF IN! 

TG - https://t.me/memearmycall",Mention Bot
30723,2025-02-18 11:17:50+00:00,"The Only Channel with inside info and 94% Winning Rates 📢

Will you miss the today's play ⁉️

Join & Enjoy 👉 https://t.me/earlysolbull",Mention Bot
30714,2025-02-17 20:23:34+00:00,"TINO has been on a run, banger after banger

**Last two weeks of calls
win rate: 90%**
**45x avg per call**

Literally free money if you're active in there.

**Join the telegram ASAP for GIVEAWAY** 👇

https://t.me/tinoplays",Mention Bot
30713,2025-02-17 19:13:13+00:00,"👇 This guy shilled 👇

**$JAILSTOOL **at** 2m **to** 220m (110x)**
$PNUT at 3m to 2.4b (**80x**)
$CHILLGUY at 5m to 580m (**116x**)

And is literally just winning on every single call…🔥 ⁉️ 

**With a high **win ratio on his calls, this guy is one of the most **underrated channels on TG 💵 
**
I strongly advise you to** join** his TG and give him a shot, you won’t regret it. 

I turned** 5 sol into 240** in one week aping his calls

**JOIN NOW OR GAY**🏳️‍🌈👉 
**https://t.me/calledbymaxi**  ** **
__**(**hes doing a big giveaway tomorrow)__",Mention Bot
30711,2025-02-17 17:27:50+00:00,"TELEGRAM GOING PRIVATE SOON!!!!⚠️

The market might be in a bad way right now but we are COOKING in the TG

Providing educational content as well as ALPHA on memecoins daily. 

Don't miss out on the next cooks! Lock TF IN! 

TG - https://t.me/memearmycall",Mention Bot
30708,2025-02-17 13:07:55+00:00,"The Only Channel with inside info and 94% Winning Rates 📢

Will you miss the today's play ⁉️

Join & Enjoy 👉 https://t.me/earlysolbull",Mention Bot
30698,2025-02-16 19:44:52+00:00,"TINO has been on a run, banger after banger

**Last two weeks of calls
win rate: 90%**
**45x avg per call**

Literally free money if you're active in there.

**Join the telegram ASAP for GIVEAWAY** 👇

https://t.me/tinoplays",Mention Bot
30696,2025-02-16 17:03:26+00:00,"👇 This guy shilled 👇

**$JAILSTOOL **at** 2m **to** 220m (110x)**
$PNUT at 3m to 2.4b (**80x**)
$CHILLGUY at 5m to 580m (**116x**)

And is literally just winning on every single call…🔥 ⁉️ 

**With a high **win ratio on his calls, this guy is one of the most **underrated channels on TG 💵 
**
I strongly advise you to** join** his TG and give him a shot, you won’t regret it. 

I turned** 5 sol into 240** in one week aping his calls

**JOIN NOW OR GAY**🏳️‍🌈👉 
**https://t.me/calledbymaxi**  ** **
__**(**hes doing a big giveaway tomorrow)__",Mention Bot
30694,2025-02-16 14:50:07+00:00,"TELEGRAM GOING PRIVATE SOON!!!!⚠️

The market might be in a bad way right now but we are COOKING in the TG

Providing educational content as well as ALPHA on memecoins daily. 

Don't miss out on the next cooks! Lock TF IN! 

TG - https://t.me/memearmycall",Mention Bot
30692,2025-02-16 13:49:58+00:00,"The Only Channel with inside info and 94% Winning Rates 📢

Will you miss the today's play ⁉️

Join & Enjoy 👉 https://t.me/earlysolbull",Mention Bot
30683,2025-02-15 21:44:55+00:00,"TINO has been on a run, banger after banger

**Last two weeks of calls
win rate: 90%**
**45x avg per call**

Literally free money if you're active in there.

**Join the telegram ASAP for GIVEAWAY** 👇

https://t.me/tinoplays",Mention Bot
30680,2025-02-15 17:33:29+00:00,"👇 This guy shilled 👇

**$JAILSTOOL **at** 2m **to** 220m (110x)**
$PNUT at 3m to 2.4b (**80x**)
$CHILLGUY at 5m to 580m (**116x**)

And is literally just winning on every single call…🔥 ⁉️ 

**With a high **win ratio on his calls, this guy is one of the most **underrated channels on TG 💵 
**
I strongly advise you to** join** his TG and give him a shot, you won’t regret it. 

I turned** 5 sol into 240** in one week aping his calls

**JOIN NOW OR GAY**🏳️‍🌈👉 
**https://t.me/calledbymaxi**  ** **
__**(**hes doing a big giveaway tomorrow)__",Mention Bot
30678,2025-02-15 16:10:25+00:00,"TELEGRAM GOING PRIVATE SOON!!!!⚠️

The market might be in a bad way right now but we are COOKING in the TG

Providing educational content as well as ALPHA on memecoins daily. 

Don't miss out on the next cooks! Lock TF IN! 

TG - https://t.me/memearmycall",Mention Bot
30676,2025-02-15 13:17:10+00:00,"The Only Channel with inside info and 94% Winning Rates 📢

Will you miss the today's play ⁉️

Join & Enjoy 👉 https://t.me/earlysolbull",Mention Bot
30669,2025-02-15 02:21:33+00:00,"**NEW**[ ](https://on.soundcloud.com/wtYqvmYWy165p93D6)**DROP FROM THE **[**RSB.PROMO**](https://t.me/RSB_pyatigorsk)** RESIDENT 🚨**

Our DJ CUERROR recorded a fresh set that will charge you for a month ahead 😏

**Hurry up and **[follow the link](https://on.soundcloud.com/wtYqvmYWy165p93D6)** and enjoy 🔊
**
**https://on.soundcloud.com/wtYqvmYWy165p93D6**",Mention Bot
30666,2025-02-14 21:20:48+00:00,"TINO has been on a run, banger after banger

**Last two weeks of calls
win rate: 90%**
**45x avg per call**

Literally free money if you're active in there.

**Join the telegram ASAP for GIVEAWAY** 👇

https://t.me/tinoplays",Mention Bot
30664,2025-02-14 20:38:12+00:00,"👇 This guy shilled 👇

**$JAILSTOOL **at** 2m **to** 220m (110x)**
$PNUT at 3m to 2.4b (**80x**)
$CHILLGUY at 5m to 580m (**116x**)

And is literally just winning on every single call…🔥 ⁉️ 

**With a high **win ratio on his calls, this guy is one of the most **underrated channels on TG 💵 
**
I strongly advise you to** join** his TG and give him a shot, you won’t regret it. 

I turned** 5 sol into 240** in one week aping his calls

**JOIN NOW OR GAY**🏳️‍🌈👉 
**https://t.me/calledbymaxi**  ** **
__**(**hes doing a big giveaway tomorrow)__",Mention Bot
30661,2025-02-14 16:35:07+00:00,"TELEGRAM GOING PRIVATE SOON!!!!⚠️

The market might be in a bad way right now but we are COOKING in the TG

Providing educational content as well as ALPHA on memecoins daily. 

Don't miss out on the next cooks! Lock TF IN! 

TG - https://t.me/memearmycall",Mention Bot
30660,2025-02-14 14:57:10+00:00,"The Only Channel with inside info and 94% Winning Rates 📢

Will you miss the today's play ⁉️

Join & Enjoy 👉 https://t.me/earlysolbull",Mention Bot
30648,2025-02-13 18:21:46+00:00,"TINO has been on a run, banger after banger

**Last two weeks of calls
win rate: 90%**
**45x avg per call**

Literally free money if you're active in there.

**Join the telegram ASAP for GIVEAWAY** 👇

https://t.me/tinoplays",Mention Bot
30646,2025-02-13 16:33:17+00:00,"👇 This guy shilled 👇

**$JAILSTOOL **at** 2m **to** 220m (110x)**
$PNUT at 3m to 2.4b (**80x**)
$CHILLGUY at 5m to 580m (**116x**)

And is literally just winning on every single call…🔥 ⁉️ 

**With a high **win ratio on his calls, this guy is one of the most **underrated channels on TG 💵 
**
I strongly advise you to** join** his TG and give him a shot, you won’t regret it. 

I turned** 5 sol into 240** in one week aping his calls

**JOIN NOW OR GAY**🏳️‍🌈👉 
**https://t.me/calledbymaxi**  ** **
__**(**hes doing a big giveaway tomorrow)__",Mention Bot
30645,2025-02-13 14:46:24+00:00,"TELEGRAM GOING PRIVATE SOON!!!!⚠️

The market might be in a bad way right now but we are COOKING in the TG

Providing educational content as well as ALPHA on memecoins daily. 

Don't miss out on the next cooks! Lock TF IN! 

TG - https://t.me/memearmycall",Mention Bot
30643,2025-02-13 12:43:55+00:00,"The Only Channel with inside info and 94% Winning Rates 📢

Will you miss the today's play ⁉️

Join & Enjoy 👉 https://t.me/earlysolbull",Mention Bot
30631,2025-02-12 19:56:05+00:00,"This guy’s track record is amazing , and he’s sharing his insights for FREE.  

✅ Win rate on his public channel: 90% 

Last few plays:

- 1150x Return on $TRUMP
- 180x Return on $MELANIA
- 65x Return on $COMCOIN

Making thousands of dollars every day. 💸

Join here 👇👇👇

@calledbymaxi",Mention Bot
30629,2025-02-12 17:59:56+00:00,"BEST SHITCOIN CALLS & SOLID SOLANA PICKS!

JOIN TO GET UR BAGS UP

https://t.me/tinoplays 💰

DROPPING PLAYS DAILY

https://t.me/tinoplays 🚀

JOIN OR STAY POOR FOREVER

https://t.me/tinoplays 🤑",Mention Bot
